Time,x,y,z,
4.721,3.131e-05,-0.0002096,-5.799e-05,
4.724,3.53e-05,-0.0002303,-5.792e-05,
4.738,4.572e-05,-0.0002777,-5.876e-05,
4.741,-6.395e-05,-0.0001252,-5.939e-05,
4.752,-6.309e-05,-0.000163,-6.446e-05,
4.754,-5.931e-05,-0.0001827,-6.748e-05,
4.769,-5.877e-05,-0.000261,-7.689e-05,
4.771,-0.0001065,-0.0001558,-6.195e-05,
4.782,-0.0001057,-0.0002103,-6.558e-05,
4.785,-0.0001054,-0.0002426,-6.72e-05,
4.798,-0.0001133,-0.0003168,-7.017e-05,
4.8,-0.0001122,-0.0003532,-7.38e-05,
4.829,-0.0001464,-0.0002736,-4.294e-05,
4.831,-0.0001522,-0.0003054,-4.496e-05,
4.842,-0.0001136,-0.0001561,-4.927e-05,
4.844,-0.0001012,-0.0002163,-6.007e-05,
4.859,-9.662e-05,-0.0002489,-6.591e-05,
4.86,-9.486e-05,-0.00028,-7.085e-05,
4.872,-0.0003259,-0.0001125,-0.0001152,
4.874,-0.000337,-0.0001371,-0.0001249,
4.886,-0.0003551,-0.0001891,-0.0001449,
4.888,-0.0003664,-0.0002214,-0.0001537,
4.9,-0.0001174,-0.0002399,-6.529e-05,
4.902,-0.0001149,-0.0002755,-6.476e-05,
4.916,-0.0001301,-0.0003423,-6.349e-05,
4.918,-0.0001354,-0.0003798,-6.261e-05,
4.932,-6.521e-05,-0.0001652,-3.093e-05,
4.934,-6.49e-05,-0.0001968,-2.771e-05,
4.948,-5.805e-05,-0.0002599,-2.069e-05,
4.951,-5.001e-05,-0.0003318,-1.293e-05,
4.963,8.902e-06,-0.0001533,-3.528e-05,
4.966,2.111e-05,-0.000177,-3.585e-05,
4.98,3.318e-05,-0.0002337,-3.496e-05,
4.982,3.256e-05,-0.00027,-3.496e-05,
4.994,3.538e-05,-0.0003464,-3.575e-05,
4.996,-0.00035,-0.0001343,-0.0001088,
5.01,-0.0003894,-0.00019,-0.0001231,
5.012,-0.0004057,-0.0002148,-0.00013,
5.025,-0.000444,-0.0002702,-0.0001433,
5.028,-0.0004642,-0.0003026,-0.0001497,
5.042,-0.000294,-0.0002783,-2.958e-05,
5.044,-0.0002981,-0.0003256,-2.567e-05,
5.056,-0.0003162,-0.0004134,-1.731e-05,
5.058,-0.0003312,-0.000454,-1.282e-05,
5.072,-0.0001257,-0.0001676,4.406e-06,
5.075,-0.0001171,-0.0001946,7.36e-06,
5.087,-0.000108,-0.0002501,1.537e-05,
5.089,-0.0001078,-0.0002788,1.897e-05,
5.102,-0.0001815,-0.000224,-5.979e-05,
5.105,-0.0001703,-0.0002405,-6.613e-05,
5.118,-0.0001597,-0.0002965,-7.849e-05,
5.121,-0.0001619,-0.0003357,-8.416e-05,
5.134,-0.0003032,-7.289e-05,-0.0001086,
5.137,-0.000302,-8.557e-05,-0.0001176,
5.149,-0.0003081,-0.0001208,-0.0001413,
5.152,-0.0003094,-0.0001398,-0.0001533,
5.165,-0.0001616,-0.0002212,-8.052e-05,
5.168,-0.0001524,-0.0002346,-8.484e-05,
5.181,-0.0001318,-0.0002859,-9.753e-05,
5.184,-0.0001222,-0.0003227,-0.0001009,
5.198,-0.0002109,-0.0001345,-8.319e-05,
5.201,-0.0002052,-0.0001652,-8.325e-05,
5.212,-0.0002058,-0.0002135,-8.123e-05,
5.214,-0.0002112,-0.0002368,-7.923e-05,
5.228,-0.0002227,-0.0002921,-7.32e-05,
5.23,-7.349e-05,-0.0001932,1.011e-05,
5.242,-6.871e-05,-0.0002201,1.669e-05,
5.244,-6.7e-05,-0.0002472,2.308e-05,
5.258,-5.824e-05,-0.0003154,3.943e-05,
5.26,-0.0001242,-0.0001378,-1.47e-05,
5.273,-0.0001421,-0.0002089,-4.27e-06,
5.276,-0.0001415,-0.0002369,1.381e-06,
5.289,-0.000145,-0.0002995,1.329e-05,
5.291,-0.0002604,-0.0001545,-6.966e-05,
5.304,-0.0002786,-0.0002069,-6.757e-05,
5.307,-0.0002802,-0.0002311,-7.073e-05,
5.319,-0.0003059,-0.0002882,-7.207e-05,
5.321,-0.0003345,-0.0003191,-7.315e-05,
5.334,-0.0001656,-0.0002708,-2.83e-05,
5.337,-0.0001441,-0.0003737,-2.532e-05,
5.35,-0.0001414,-0.0004142,-2.312e-05,
5.368,1.537e-05,-0.0001906,-7.835e-06,
5.371,3.13e-05,-0.00022,-3.754e-06,
5.38,5.921e-05,-0.0002835,4.638e-07,
5.383,7.542e-05,-0.0003226,3.139e-06,
5.394,-1.203e-05,-0.0001259,-4.214e-05,
5.397,-2.544e-06,-0.0001441,-4.713e-05,
5.411,1.423e-05,-0.0001915,-5.917e-05,
5.413,2.618e-05,-0.0002174,-6.623e-05,
5.425,5.367e-05,-0.0002725,-7.922e-05,
5.426,-4.057e-05,-0.0001282,-6.694e-05,
5.44,-3.227e-05,-0.0002116,-8.656e-05,
5.443,-3.465e-05,-0.0002429,-9.181e-05,
5.456,-3.721e-05,-0.0003107,-0.0001029,
5.458,3.885e-05,-0.0001685,-4.994e-05,
5.473,5.954e-05,-0.0002326,-5.052e-05,
5.475,7.548e-05,-0.0002637,-5.034e-05,
5.489,8.473e-05,-0.0003252,-4.92e-05,
5.491,-5.475e-07,-7.111e-05,-2.827e-05,
5.504,-5.522e-06,-9e-05,-2.475e-05,
5.507,-6.091e-06,-0.0001044,-2.252e-05,
5.52,-7.138e-06,-0.0001533,-1.716e-05,
5.522,-9.326e-06,-0.0001824,-1.404e-05,
5.535,-0.0001085,-0.0002739,-3.857e-05,
5.537,-9.873e-05,-0.000298,-4.913e-05,
5.552,-0.0001073,-0.0003547,-5.512e-05,
5.554,-7.749e-05,-0.0001476,-2.46e-05,
5.565,-7.137e-05,-0.0002082,-3.003e-05,
5.567,-4.58e-05,-0.0002392,-3.381e-05,
5.58,-2.634e-05,-0.0003138,-4.327e-05,
5.582,-1.458e-05,-0.0003566,-4.898e-05,
5.594,6.891e-05,-0.0001563,-4.399e-05,
5.597,8.38e-05,-0.0001823,-4.739e-05,
5.609,0.0001104,-0.0002389,-5.978e-05,
5.611,0.0001209,-0.0003179,-7.136e-05,
5.627,-2.611e-06,-0.0002468,-0.0001001,
5.63,1.758e-05,-0.0003123,-0.0001144,
5.642,3.01e-05,-0.0003456,-0.0001214,
5.644,4.368e-05,-0.0003804,-0.0001282,
5.656,6.668e-05,-0.0004551,-0.0001377,
5.658,-9.538e-05,-0.0002158,-3.906e-05,
5.673,-0.0001026,-0.0002427,-3.667e-05,
5.675,-0.0001077,-0.0002834,-3.232e-05,
5.689,-0.000188,-0.0001751,-2.972e-05,
5.692,-0.0002084,-0.0001996,-2.788e-05,
5.705,-0.0002296,-0.0002443,-2.019e-05,
5.707,-0.0002444,-0.0002673,-1.572e-05,
5.721,-0.0002692,-0.0003262,-5.665e-06,
5.724,-0.0001391,-0.0002025,-1.018e-05,
5.738,-0.0001408,-0.0002417,9.191e-07,
5.74,-0.0001536,-0.0002919,1.319e-05,
5.75,-0.0001601,-0.0003195,1.983e-05,
5.753,-8.627e-05,-0.0001835,-3.147e-05,
5.767,-9.106e-05,-0.000258,-2.702e-05,
5.769,-9.49e-05,-0.000309,-2.394e-05,
5.781,-9.705e-05,-0.0003386,-2.262e-05,
5.784,4.681e-05,-0.0001103,-3.549e-05,
5.795,5.678e-05,-0.0001295,-3.745e-05,
5.797,6.684e-05,-0.000149,-4.009e-05,
5.81,8.672e-05,-0.0001923,-4.746e-05,
5.813,2.799e-05,-0.0001935,-0.000106,
5.825,3.332e-05,-0.000218,-0.0001136,
5.827,3.901e-05,-0.0002449,-0.0001214,
5.841,4.679e-05,-0.0003003,-0.0001374,
5.843,5.082e-05,-0.0003314,-0.0001458,
5.855,-1.883e-05,-0.0001368,-8.984e-05,
5.858,-1.209e-05,-0.0001603,-9.761e-05,
5.871,-1.936e-06,-0.0002084,-0.0001061,
5.874,-9.13e-07,-0.0002346,-0.0001114,
5.886,-0.0002169,-8.935e-05,-0.0001107,
5.888,-0.0002203,-0.0001118,-0.0001174,
5.903,-0.0002356,-0.0001613,-0.000127,
5.905,-0.0002413,-0.0001888,-0.000132,
5.916,-0.0003078,-0.0001957,-2.989e-05,
5.919,-0.0003235,-0.0002201,-2.538e-05,
5.933,-0.0003494,-0.0002617,-1.013e-05,
5.936,-0.0003607,-0.0002841,-2.313e-06,
5.948,-0.0001734,-0.0001029,3.969e-05,
5.95,-0.0001857,-0.0001315,5.24e-05,
5.964,-0.0002038,-0.0002015,7.051e-05,
5.966,-0.0002104,-0.0002388,8.098e-05,
5.979,-0.0002103,-0.0003135,9.843e-05,
5.981,-1.532e-05,-6.352e-05,-1.253e-05,
5.993,-1.958e-08,-0.0001024,-2.016e-05,
5.996,4.153e-06,-0.0001219,-2.492e-05,
6.01,1.653e-05,-0.0001956,-3.596e-05,
6.013,-7.546e-05,-0.0002055,-9.409e-05,
6.024,-5.19e-05,-0.0002737,-0.0001153,
6.026,-4.396e-05,-0.0003162,-0.0001288,
6.041,-1.738e-05,-0.0004026,-0.0001577,
6.043,-7.646e-05,-0.0002156,-0.0001045,
6.056,-5.32e-05,-0.0002911,-0.0001273,
6.059,-4.141e-05,-0.0003355,-0.0001407,
6.074,-2.767e-05,-0.0004318,-0.000163,
6.08,-2.131e-05,-0.0004835,-0.0001743,
6.086,0.000102,-0.000152,-3.484e-05,
6.089,0.0001163,-0.000174,-3.098e-05,
6.104,0.0001348,-0.0002202,-2.091e-05,
6.106,0.0001461,-0.0002446,-1.462e-05,
6.118,-0.0003267,-7.584e-05,-5.235e-05,
6.121,-0.0003537,-9.561e-05,-4.97e-05,
6.134,-0.0004173,-0.0001625,-4.332e-05,
6.137,-0.0004517,-0.0001853,-4.017e-05,
6.15,-0.000423,-2.933e-05,5.162e-06,
6.152,-0.0004465,-3.98e-05,1.201e-05,
6.166,-0.0004931,-7.06e-05,2.124e-05,
6.169,-0.0005156,-8.966e-05,2.658e-05,
6.181,-0.0002601,-0.0001637,1.925e-05,
6.182,-0.0002651,-0.0001892,2.426e-05,
6.196,-0.000277,-0.0002509,2.898e-05,
6.199,-0.0002803,-0.0002844,3.113e-05,
6.214,-0.0002844,-0.0003575,3.333e-05,
6.216,-0.0003119,-8.152e-05,-6.559e-05,
6.228,-0.0003031,-0.0001596,-8.527e-05,
6.231,-0.0002998,-0.0001854,-9.431e-05,
6.244,-2.867e-05,-9.173e-05,-2.038e-05,
6.246,-1.28e-05,-0.000113,-2.317e-05,
6.271,7.111e-05,-0.0002542,-4.265e-05,
6.274,1.383e-05,-0.0002293,-8.984e-05,
6.29,4.133e-05,-0.0002827,-0.0001052,
6.292,5.629e-05,-0.0003138,-0.0001131,
6.305,7.588e-05,-0.0003854,-0.0001262,
6.307,8.682e-05,-0.0004215,-0.0001327,
6.32,1.503e-05,-0.0001173,-5.255e-05,
6.322,2.704e-05,-0.0001304,-5.039e-05,
6.335,4.97e-05,-0.0001697,-4.423e-05,
6.337,-0.0001145,-9.172e-05,-2.401e-05,
6.349,-0.0001249,-0.0001142,-1.659e-05,
6.352,-0.0001474,-0.0001376,-7.914e-06,
6.365,-0.0001557,-0.0001514,-3.11e-06,
6.368,-0.0001951,-0.0001281,-2.6e-06,
6.381,-0.0002126,-0.0001539,2.385e-06,
6.383,-0.000231,-0.0001827,7.531e-06,
6.397,-0.0002655,-0.0002408,1.887e-05,
6.4,-0.0002871,-0.0002755,2.507e-05,
6.432,-0.0002448,-0.000281,-5.925e-05,
6.444,-0.00036,-9.17e-05,-7.341e-05,
6.447,-0.0003724,-0.0001353,-8.393e-05,
6.46,-0.0003779,-0.0001565,-8.942e-05,
6.463,-0.0003955,-0.000201,-0.000104,
6.476,-0.0003708,-8.422e-05,-6.168e-05,
6.479,-0.0003678,-0.0001089,-6.67e-05,
6.491,-0.0003711,-0.000166,-7.926e-05,
6.493,-0.0003742,-0.0002291,-9.193e-05,
6.517,-0.0003763,-0.0002596,-9.875e-05,
6.519,-6.765e-05,-8.22e-05,-7.218e-06,
6.522,-3.773e-05,-0.000138,-3.177e-06,
6.524,-2.51e-05,-0.0001633,-4.444e-07,
6.538,-0.0001394,-0.0001941,-4.694e-05,
6.54,-0.0001353,-0.0002212,-4.535e-05,
6.554,-0.0001369,-0.0002832,-4.272e-05,
6.556,-0.0001405,-0.0003553,-3.683e-05,
6.571,-0.0001436,-0.0003947,-3.267e-05,
6.573,-0.0001702,-0.0002242,-1.698e-05,
6.587,-0.0001743,-0.0002811,-7.113e-06,
6.589,-0.0001753,-0.0003092,-1.729e-06,
6.6,-0.0001787,-0.0003719,1.007e-05,
6.601,2.262e-05,-9.211e-05,9.464e-06,
6.616,7.784e-05,-0.0001102,2.405e-05,
6.618,9.111e-05,-0.0001222,2.927e-05,
6.63,0.0001184,-0.0001477,3.93e-05,
6.633,0.0001795,-0.0001185,-3.296e-05,
6.647,0.0002229,-0.0001604,-3.424e-05,
6.65,0.0002475,-0.0001801,-3.508e-05,
6.661,0.0002886,-0.0002293,-3.724e-05,
6.664,0.0003016,-0.0002555,-3.854e-05,
6.679,-8.961e-05,-0.0002224,-0.0001081,
6.682,-8.151e-05,-0.0002467,-0.0001189,
6.693,-7.223e-05,-0.000309,-0.0001395,
6.695,-7.333e-05,-0.0003484,-0.0001508,
6.707,1.007e-05,-0.0001311,-6.833e-05,
6.709,1.588e-05,-0.0001571,-7.14e-05,
6.724,3.635e-05,-0.0001988,-8.044e-05,
6.727,4.592e-05,-0.0002215,-8.521e-05,
6.738,-0.0003232,-6.916e-05,-9.496e-05,
6.74,-0.000342,-9.205e-05,-9.972e-05,
6.754,-0.0004027,-0.0001746,-0.0001047,
6.757,-0.0004385,-0.0002156,-0.0001112,
6.768,-0.0004568,-8.079e-05,-4.144e-05,
6.77,-0.0004875,-0.0001324,-3.904e-05,
6.784,-0.0005092,-0.0001611,-3.807e-05,
6.787,-0.0005417,-0.0001919,-3.725e-05,
6.799,-0.0005999,-0.0002619,-3.609e-05,
6.801,-0.0002298,-0.0001625,1.588e-05,
6.813,-0.0002254,-0.0001868,2.431e-05,
6.815,-0.000227,-0.0002145,3.19e-05,
6.827,-0.0002244,-0.0002728,4.97e-05,
6.829,-0.0001095,-0.0001545,2.507e-05,
6.843,-0.0001103,-0.0001906,3.275e-05,
6.846,-0.0001117,-0.0002284,4.079e-05,
6.858,-0.0001149,-0.0002995,5.486e-05,
6.86,-0.0001178,-0.0003395,6.208e-05,
6.874,-7.934e-05,-7.991e-05,7.25e-06,
6.876,-8.035e-05,-0.0001021,1.251e-05,
6.889,-8.042e-05,-0.0001481,2.403e-05,
6.891,4.732e-05,-0.0001462,-2.64e-05,
6.905,5.078e-05,-0.0001767,-2.565e-05,
6.907,5.411e-05,-0.0002029,-3.007e-05,
6.92,5.893e-05,-0.0002637,-3.684e-05,
6.922,6.835e-05,-0.0002969,-4.181e-05,
6.937,-8.942e-06,-7.666e-05,-9.803e-05,
6.94,1.932e-05,-0.0001135,-0.0001211,
6.952,3.514e-05,-0.0001374,-0.000134,
6.954,5.155e-05,-0.0001643,-0.0001476,
6.967,-0.0003154,-5.291e-05,-0.0001504,
6.97,-0.0003214,-7.96e-05,-0.0001596,
6.982,-0.0003266,-0.0001334,-0.0001799,
6.984,-9.675e-05,-2.459e-05,-1.559e-05,
6.998,-9.053e-05,-5.236e-05,-9.641e-06,
7,-7.249e-05,-7.19e-05,-3.244e-06,
7.012,-5.529e-05,-0.0001228,1.063e-05,
7.015,-5.973e-05,-0.0001476,1.813e-05,
7.03,-0.0002099,-0.0001289,-3.892e-05,
7.033,-0.0002176,-0.0001571,-3.62e-05,
7.044,-0.000242,-0.000209,-2.959e-05,
7.046,-0.0002532,-0.000234,-2.565e-05,
7.064,-0.0002774,-0.0002956,-1.661e-05,
7.067,-0.0002974,-0.0001955,-2.628e-05,
7.076,-0.0003214,-0.0002989,-1.808e-05,
7.078,-0.0003312,-0.0003466,-1.343e-05,
7.091,-0.0003427,-0.000429,-2.94e-06,
7.094,-0.0002543,-0.000185,1.035e-06,
7.106,-0.000276,-0.0002784,1.455e-05,
7.11,-0.0002871,-0.0003172,1.937e-05,
7.122,-0.0003061,-0.000398,2.874e-05,
7.125,-0.0004018,-4.99e-05,-7.03e-05,
7.137,-0.0004294,-8.648e-05,-7.425e-05,
7.14,-0.0004799,-0.0001297,-7.668e-05,
7.152,-0.0005017,-0.0001541,-7.732e-05,
7.156,-0.0005304,-0.0002079,-7.739e-05,
7.168,-0.0004799,7.799e-05,-3.391e-06,
7.171,-0.0005263,5.551e-05,1.037e-05,
7.183,-0.0005458,4.226e-05,1.51e-05,
7.2,-0.0005883,-2.443e-07,2.408e-05,
7.203,-0.0003754,4.654e-05,-4.479e-06,
7.214,-0.0003766,3.182e-05,-3.912e-06,
7.217,-0.0003833,-9.39e-06,-2.787e-06,
7.229,-2.846e-05,2.112e-05,2.322e-05,
7.232,3.742e-06,-7.178e-06,2.893e-05,
7.246,6.154e-05,-5.85e-05,3.863e-05,
7.248,8.701e-05,-8.309e-05,4.237e-05,
7.259,0.0001417,-0.0001423,5.105e-05,
7.262,5.654e-06,-8.266e-05,-3.86e-05,
7.276,1.141e-05,-0.0001375,-4.005e-05,
7.278,6.808e-06,-0.0001662,-4.002e-05,
7.291,1.947e-05,-0.0002274,-3.877e-05,
7.293,-4.595e-06,-4.146e-05,-3.4e-05,
7.304,2.193e-07,-7.562e-05,-3.164e-05,
7.306,5.449e-07,-9.786e-05,-2.991e-05,
7.319,5.629e-06,-0.0001561,-2.846e-05,
7.322,-0.0002808,1.244e-05,-7.895e-05,
7.334,-0.0002986,-6.952e-05,-9.483e-05,
7.336,-0.0003066,-0.0001021,-0.000102,
7.349,-0.0003171,-0.0001745,-0.0001167,
7.352,-5.379e-05,-3.795e-05,-7.261e-06,
7.365,-3.483e-05,-0.0001028,-3.569e-06,
7.367,-3.064e-05,-0.000142,-1.923e-06,
7.38,-1.848e-05,-0.0002206,1.111e-06,
7.382,-1.034e-05,-0.0002585,2.494e-06,
7.397,-3.441e-05,-3.882e-05,1.625e-06,
7.399,-3.549e-05,-6.524e-05,2.332e-06,
7.411,-4.825e-05,-0.0001302,8.599e-06,
7.413,-5.334e-05,-0.0001634,1.141e-05,
7.427,-5.087e-05,-1.091e-05,1.305e-05,
7.429,-5.65e-05,-3.549e-05,1.918e-05,
7.441,-6.695e-05,-8.183e-05,3.887e-05,
7.444,-7.12e-05,-0.000108,5.002e-05,
7.457,-9.544e-05,1.415e-05,2.052e-05,
7.459,-0.0001105,-7.302e-06,3e-05,
7.472,-0.0001345,-5.581e-05,4.277e-05,
7.475,-0.0001472,-8.209e-05,5.045e-05,
7.487,-0.0001561,-0.000145,6.243e-05,
7.489,-0.0002283,-0.0001314,-2.905e-05,
7.504,-0.0002301,-0.0002138,-3.134e-05,
7.506,-0.0002295,-0.0002568,-3.319e-05,
7.518,-0.00023,-0.000398,-3.903e-05,
7.521,-3.566e-05,3.279e-06,-1.889e-05,
7.533,-2.08e-05,-3.346e-05,-3.443e-05,
7.535,-1.816e-05,-5.37e-05,-4.184e-05,
7.559,-3.093e-05,-8.956e-05,-5.482e-05,
7.562,0.0001421,3.119e-05,-2.647e-05,
7.564,0.000159,7.97e-06,-2.222e-05,
7.58,0.000183,-3.605e-05,-1.757e-05,
7.582,-5.375e-05,6.926e-05,-1.584e-05,
7.596,-4.984e-05,4.919e-05,-2.016e-05,
7.598,-4.549e-05,2.833e-05,-2.637e-05,
7.611,-3.851e-05,-1.631e-05,-4.454e-05,
7.614,-3.265e-05,-4.153e-05,-5.652e-05,
7.626,5.698e-05,0.0001031,-8.261e-05,
7.628,8.042e-05,5.775e-05,-0.000106,
7.642,0.0001778,1.425e-06,-0.0001265,
7.644,0.0002265,-2.974e-05,-0.0001377,
7.657,-5.321e-06,-4.413e-05,-7.805e-05,
7.66,-2.628e-05,-8.075e-05,-8.433e-05,
7.675,1.762e-05,-0.0001401,-0.0001152,
7.677,3.758e-05,-0.0001713,-0.0001304,
7.688,0.0003143,0.0001135,-0.0001445,
7.69,0.0003521,6.845e-05,-0.0001587,
7.704,0.0003547,4.145e-05,-0.0001643,
7.706,0.0003499,1.174e-05,-0.0001688,
7.721,0.0003463,-5.319e-05,-0.000175,
7.723,0.0003279,3.13e-05,-0.0001085,
7.734,0.0003761,-2.34e-05,-0.000112,
7.736,0.0004059,-5.175e-05,-0.0001128,
7.748,0.0004465,-0.0001127,-0.0001159,
7.751,0.0002705,0.0001234,2.294e-05,
7.764,0.0003011,7.174e-05,2.975e-05,
7.766,0.0003224,4.297e-05,3.215e-05,
7.779,0.0003731,-2.05e-05,3.895e-05,
7.781,0.0003994,-5.575e-05,4.264e-05,
7.794,0.0001648,7.146e-05,-5.564e-05,
7.797,0.0001617,4.037e-05,-5.641e-05,
7.81,0.0001624,-2.375e-05,-5.985e-05,
7.813,0.0001606,-5.831e-05,-6.128e-05,
7.828,0.000218,-8.887e-06,-6.118e-05,
7.83,0.0002241,-4.672e-05,-5.544e-05,
7.84,0.0002253,-6.648e-05,-5.122e-05,
7.843,0.0002265,-8.695e-05,-4.635e-05,
7.857,3.208e-05,2.71e-05,-2.327e-05,
7.859,-1.952e-05,1.112e-05,-9.272e-06,
7.873,7.055e-05,-1.754e-05,0.0001201,
7.875,0.0001863,-2.819e-05,0.0002216,
7.888,0.0002421,5.049e-06,0.0007452,
7.89,0.0004765,1.687e-06,0.001166,
7.903,0.0009679,-1.003e-05,0.002103,
7.905,0.001252,-1.711e-05,0.002642,
7.919,0.003069,-0.0003227,0.002684,
7.921,0.003502,-0.0003514,0.003038,
7.933,0.00431,-0.0004283,0.003763,
7.935,0.004703,-0.0004696,0.004114,
7.949,0.005446,-0.0005507,0.004694,
7.951,0.00492,-0.0002732,0.004201,
7.963,0.005093,-0.0003742,0.004044,
7.965,0.004971,-0.0004197,0.003815,
7.978,0.00461,-0.0005205,0.003294,
7.982,0.004642,-0.0005443,0.00485,
7.994,0.004399,-0.0006581,0.004478,
7.997,0.004066,-0.0007716,0.003996,
8.01,0.003879,-0.0007839,0.003725,
8.012,0.003681,-0.0008057,0.003429,
8.026,0.002423,-0.000512,0.00381,
8.029,0.002202,-0.0005321,0.003559,
8.041,0.001847,-0.0005846,0.003075,
8.043,0.001699,-0.0006223,0.002837,
8.056,0.001398,-0.002696,0.00187,
8.059,0.001418,-0.003003,0.001545,
8.072,0.001479,-0.003164,0.001418,
8.074,0.00151,-0.003292,0.001223,
8.086,0.003466,-0.001474,0.001245,
8.089,0.003687,-0.001463,0.00101,
8.102,0.00425,-0.001384,0.0006024,
8.104,0.004579,-0.001321,0.0004083,
8.12,0.006377,0.000874,0.0006504,
8.122,0.006828,0.001155,0.0006784,
8.131,0.007753,0.00174,0.0008295,
8.133,0.008234,0.002058,0.0009599,
8.147,0.006639,0.002209,0.002506,
8.149,0.006964,0.002508,0.00267,
8.161,0.007564,0.003137,0.002925,
8.163,0.007841,0.003461,0.003026,
8.192,0.008941,0.004666,-0.0005441,
8.194,0.009005,0.004883,-0.0008113,
8.208,0.00906,0.005504,-0.003009,
8.211,0.009058,0.005742,-0.003377,
8.223,0.009009,0.006256,-0.004044,
8.225,0.008961,0.006512,-0.004382,
8.239,0.008842,0.007003,-0.005099,
8.241,0.00965,0.005341,-0.003869,
8.255,0.009594,0.005612,-0.00457,
8.258,0.009553,0.005735,-0.004947,
8.269,0.009498,0.006143,-0.006128,
8.272,0.00844,0.006716,-0.002287,
8.286,0.008556,0.006833,-0.002547,
8.301,0.008995,0.007126,-0.003463,
8.303,0.007137,0.009548,-0.003205,
8.315,0.007499,0.009871,-0.003977,
8.318,0.007721,0.01002,-0.004402,
8.331,0.007972,0.01016,-0.004847,
8.334,0.008268,0.01036,-0.005281,
8.346,0.009405,0.01007,-0.005769,
8.349,0.01031,0.01037,-0.006696,
8.362,0.01074,0.01054,-0.007162,
8.364,0.01122,0.01072,-0.007641,
8.378,0.01113,0.01297,-0.007497,
8.38,0.01151,0.01332,-0.007917,
8.393,0.01219,0.01409,-0.008724,
8.395,0.01249,0.01452,-0.009109,
8.411,0.01167,0.01591,-0.01013,
